opening,month,share
"Italian Game: Evans Gambit, Morphy Attack",2021-11,4.066384668103247e-06
"Italian Game: Evans Gambit, Morphy Attack",2021-12,4.0905002397426876e-06
"Italian Game: Evans Gambit, Paulsen Variation",2019-01,1.2649614901448747e-07
"Italian Game: Evans Gambit, Paulsen Variation",2019-02,6.937340896422379e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-03,6.09486957040068e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-04,6.353572766452323e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-05,6.037526244371893e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-06,6.24965939356305e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-07,1.1738072885450729e-07
"Italian Game: Evans Gambit, Paulsen Variation",2019-08,5.742975651620989e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-09,1.1398056551571562e-07
"Italian Game: Evans Gambit, Paulsen Variation",2019-10,5.179956882038914e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-11,5.211328218518913e-08
"Italian Game: Evans Gambit, Paulsen Variation",2019-12,4.7485518341471404e-08
"Italian Game: Evans Gambit, Paulsen Variation",2020-12,1.6236335355197785e-07
"Italian Game: Evans Gambit, Paulsen Variation",2021-01,6.546706275694459e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-02,9.285436452190727e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-03,8.45668447101779e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-04,1.0761088763916778e-07
"Italian Game: Evans Gambit, Paulsen Variation",2021-05,2.110965876658797e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-06,2.3048044409156353e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-07,6.83662984229946e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-08,2.2421733296397264e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-09,1.4296899567211405e-07
"Italian Game: Evans Gambit, Paulsen Variation",2021-10,4.7453869737324324e-08
"Italian Game: Evans Gambit, Paulsen Variation",2021-11,1.4436868644153542e-07
"Italian Game: Evans Gambit, Paulsen Variation",2021-12,6.562299849854579e-08
"Italian Game: Evans Gambit, Pierce Defense",2019-01,7.494896829108383e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-02,6.847155464768888e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-03,6.862823136271166e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-04,6.448876357949107e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-05,6.007338613150034e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-06,6.255909052956614e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-07,6.725915763363268e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-08,7.178719564526237e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-09,7.368843560591014e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-10,7.619716573479243e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-11,7.785724358467257e-05
"Italian Game: Evans Gambit, Pierce Defense",2019-12,7.303272720918301e-05
"Italian Game: Evans Gambit, Pierce Defense",2020-12,0.00011395587942869531
"Italian Game: Evans Gambit, Pierce Defense",2021-01,0.00011033382309970393
"Italian Game: Evans Gambit, Pierce Defense",2021-02,0.00010278978152575135
"Italian Game: Evans Gambit, Pierce Defense",2021-03,0.00010632166551187117
"Italian Game: Evans Gambit, Pierce Defense",2021-04,0.0001133357868615715
"Italian Game: Evans Gambit, Pierce Defense",2021-05,0.00010449281089461045
"Italian Game: Evans Gambit, Pierce Defense",2021-06,0.0001027020858872007
"Italian Game: Evans Gambit, Pierce Defense",2021-07,9.995152829441809e-05
"Italian Game: Evans Gambit, Pierce Defense",2021-08,0.00010217583863168233
"Italian Game: Evans Gambit, Pierce Defense",2021-09,0.00010227048823745225
"Italian Game: Evans Gambit, Pierce Defense",2021-10,9.334176177331695e-05
"Italian Game: Evans Gambit, Pierce Defense",2021-11,9.054322784658295e-05
"Italian Game: Evans Gambit, Pierce Defense",2021-12,9.720953510917917e-05
"Italian Game: Evans Gambit, Richardson Attack",2019-03,1.8284608711202042e-07
"Italian Game: Evans Gambit, Richardson Attack",2019-04,1.2707145532904646e-07
"Italian Game: Evans Gambit, Richardson Attack",2019-08,5.742975651620989e-08
"Italian Game: Evans Gambit, Richardson Attack",2019-09,1.709708482735734e-07
"Italian Game: Evans Gambit, Richardson Attack",2019-10,1.0359913764077827e-07
"Italian Game: Evans Gambit, Richardson Attack",2019-11,1.563398465555674e-07
"Italian Game: Evans Gambit, Richardson Attack",2019-12,1.424565550244142e-07
"Italian Game: Evans Gambit, Richardson Attack",2020-12,1.1597382396569847e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-01,1.091117712615743e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-02,9.285436452190727e-08
"Italian Game: Evans Gambit, Richardson Attack",2021-03,1.4799197824281133e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-04,4.3044355055667113e-08
"Italian Game: Evans Gambit, Richardson Attack",2021-05,1.0554829383293984e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-06,6.914413322746905e-08
"Italian Game: Evans Gambit, Richardson Attack",2021-08,1.345303997783836e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-09,1.191408297267617e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-10,9.490773947464865e-08
"Italian Game: Evans Gambit, Richardson Attack",2021-11,1.684301341817913e-07
"Italian Game: Evans Gambit, Richardson Attack",2021-12,4.3748665665697195e-08
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-01,1.2649614901448747e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-02,1.3874681792844757e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-03,4.875895656320544e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-04,3.8121436598713936e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-05,1.2075052488743786e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-06,1.24993187871261e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-07,1.1738072885450729e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-08,1.1485951303241978e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-09,3.419416965471468e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-10,1.5539870646116743e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-11,3.126796931111348e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2019-12,4.273696650732426e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2020-12,3.01531942310816e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-01,3.7098002228935263e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-02,3.0177668469619865e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-03,2.3255882295298923e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-04,2.797883078618362e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-05,1.6887727013270376e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-06,1.6133631086409446e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-07,4.5577532281996394e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-08,1.5695213307478085e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-09,4.527351529616945e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-10,2.8472321842394597e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-11,3.1279882062332673e-07
"Italian Game: Evans Gambit, Sanders-Alapin Variation",2021-12,3.4998932532557756e-07
"Italian Game: Evans Gambit, Slow Variation",2019-01,2.656419129304237e-05
"Italian Game: Evans Gambit, Slow Variation",2019-02,2.5876281543655473e-05
"Italian Game: Evans Gambit, Slow Variation",2019-03,2.425758089019471e-05
"Italian Game: Evans Gambit, Slow Variation",2019-04,2.5287219610480243e-05
"Italian Game: Evans Gambit, Slow Variation",2019-05,2.3606727615494105e-05
"Italian Game: Evans Gambit, Slow Variation",2019-06,2.2811256786505134e-05
"Italian Game: Evans Gambit, Slow Variation",2019-07,2.2654480668919906e-05
"Italian Game: Evans Gambit, Slow Variation",2019-08,2.5383952380164773e-05
"Italian Game: Evans Gambit, Slow Variation",2019-09,2.735533572377175e-05
"Italian Game: Evans Gambit, Slow Variation",2019-10,2.5692586134913013e-05
"Italian Game: Evans Gambit, Slow Variation",2019-11,2.6734113761002024e-05
"Italian Game: Evans Gambit, Slow Variation",2019-12,2.8301368931516954e-05
"Italian Game: Evans Gambit, Slow Variation",2020-12,3.685648125629897e-05
"Italian Game: Evans Gambit, Slow Variation",2021-01,3.74471598969723e-05
"Italian Game: Evans Gambit, Slow Variation",2021-02,3.612034779902193e-05
"Italian Game: Evans Gambit, Slow Variation",2021-03,3.7019136271880376e-05
"Italian Game: Evans Gambit, Slow Variation",2021-04,3.910579656807357e-05
"Italian Game: Evans Gambit, Slow Variation",2021-05,3.52742397989685e-05
"Italian Game: Evans Gambit, Slow Variation",2021-06,3.4641210746962e-05
"Italian Game: Evans Gambit, Slow Variation",2021-07,3.28841895414604e-05
"Italian Game: Evans Gambit, Slow Variation",2021-08,3.311690007877876e-05
"Italian Game: Evans Gambit, Slow Variation",2021-09,3.1667632541373264e-05
"Italian Game: Evans Gambit, Slow Variation",2021-10,3.093992306873546e-05
"Italian Game: Evans Gambit, Slow Variation",2021-11,3.058210007786525e-05
"Italian Game: Evans Gambit, Slow Variation",2021-12,3.169590827479762e-05
"Italian Game: Evans Gambit, Sokolsky Variation",2019-01,6.324807450724374e-08
"Italian Game: Evans Gambit, Sokolsky Variation",2019-03,1.218973914080136e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2019-04,2.541429106580929e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2019-05,1.811257873311568e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2019-06,6.24965939356305e-08
"Italian Game: Evans Gambit, Sokolsky Variation",2019-07,2.3476145770901458e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2019-08,2.2971902606483956e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2019-09,1.709708482735734e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2019-11,2.0845312874075653e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2020-12,2.0875288313825723e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-01,1.3093412551388917e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-02,4.6427182260953634e-08
"Italian Game: Evans Gambit, Sokolsky Variation",2021-03,1.4799197824281133e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-04,2.1522177527833555e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-05,1.0554829383293984e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-06,1.8438435527325083e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-07,1.5952136298698739e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-08,1.7937386637117811e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-09,1.6679716161746638e-07
"Italian Game: Evans Gambit, Sokolsky Variation",2021-10,7.118080460598649e-08
"Italian Game: Evans Gambit, Sokolsky Variation",2021-11,2.40614477402559e-08
"Italian Game: Evans Gambit, Sokolsky Variation",2021-12,4.3748665665697195e-08
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-01,3.8454829300404195e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-02,3.496419811796879e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-03,3.8397678293524285e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-04,3.564354321979753e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-05,3.50780274798007e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-06,3.118580037387963e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-07,3.122327387529894e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-08,3.503215147488803e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-09,3.6701742096060424e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-10,3.734748911950057e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-11,3.7521563173336174e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2019-12,3.827332778322595e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2020-12,5.1515572605563256e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-01,4.637250278616908e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-02,4.429153187694977e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-03,4.771684212771788e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-04,4.4701562725310296e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-05,4.4351393068601325e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-06,4.687972232822402e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-07,4.245547132067964e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-08,4.3229101795453925e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-09,4.3724684509721545e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-10,4.3515198549126406e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-11,4.415275660336958e-05
"Italian Game: Evans Gambit, Stone-Ware Variation",2021-12,4.202059337190216e-05
"Italian Game: Evans Gambit, Tartakower Attack",2019-01,1.0182939995666242e-05
"Italian Game: Evans Gambit, Tartakower Attack",2019-02,8.463555893635302e-06
"Italian Game: Evans Gambit, Tartakower Attack",2019-03,9.568945225529069e-06
"Italian Game: Evans Gambit, Tartakower Attack",2019-04,8.767930417704205e-06
"Italian Game: Evans Gambit, Tartakower Attack",2019-05,8.57328726700809e-06
"Italian Game: Evans Gambit, Tartakower Attack",2019-06,7.749577648018184e-06
"Italian Game: Evans Gambit, Tartakower Attack",2019-07,7.277605188979452e-06
"Italian Game: Evans Gambit, Tartakower Attack",2019-08,1.0165066903369152e-05
"Italian Game: Evans Gambit, Tartakower Attack",2019-09,1.0030289765382974e-05
"Italian Game: Evans Gambit, Tartakower Attack",2019-10,1.0308114195257439e-05
"Italian Game: Evans Gambit, Tartakower Attack",2019-11,1.1569148645111987e-05
"Italian Game: Evans Gambit, Tartakower Attack",2019-12,9.639560223318694e-06
"Italian Game: Evans Gambit, Tartakower Attack",2020-12,1.593480341288697e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-01,1.531929268512503e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-02,1.3951368269416567e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-03,1.4566639001328143e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-04,1.5022479914427821e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-05,1.4333458302513232e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-06,1.70555528627757e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-07,1.5519149742019774e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-08,1.4663813575843812e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-09,1.5011744545571974e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-10,1.3049814177764189e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-11,1.595273985178966e-05
"Italian Game: Evans Gambit, Tartakower Attack",2021-12,1.623075496197366e-05
"Italian Game: Evans Gambit, Ulvestad Variation",2019-01,6.324807450724374e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2019-03,6.09486957040068e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2019-08,5.742975651620989e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2019-12,4.7485518341471404e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2020-12,2.3194764793139693e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-01,4.364470850462972e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-04,2.1522177527833557e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-05,4.221931753317594e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-06,4.6096088818312707e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-07,4.5577532281996395e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-08,6.72651998891918e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-10,4.7453869737324324e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-11,4.81228954805118e-08
"Italian Game: Evans Gambit, Ulvestad Variation",2021-12,1.3124599699709158e-07
"Italian Game: Evans Gambit, Waller Attack",2019-01,1.0435932293695217e-05
"Italian Game: Evans Gambit, Waller Attack",2019-02,1.0336637935669344e-05
"Italian Game: Evans Gambit, Waller Attack",2019-03,1.0483175661089171e-05
"Italian Game: Evans Gambit, Waller Attack",2019-04,8.06903741339445e-06
"Italian Game: Evans Gambit, Waller Attack",2019-05,1.0988297764756845e-05
"Italian Game: Evans Gambit, Waller Attack",2019-06,9.624475466087098e-06
"Italian Game: Evans Gambit, Waller Attack",2019-07,1.044688486805115e-05
"Italian Game: Evans Gambit, Waller Attack",2019-08,1.1256232277177139e-05
"Italian Game: Evans Gambit, Waller Attack",2019-09,1.0486212027445837e-05
"Italian Game: Evans Gambit, Waller Attack",2019-10,9.220323250029267e-06
"Italian Game: Evans Gambit, Waller Attack",2019-11,1.1777601773852745e-05
"Italian Game: Evans Gambit, Waller Attack",2019-12,1.1016640255221366e-05
"Italian Game: Evans Gambit, Waller Attack",2020-12,1.6166751060818367e-05
"Italian Game: Evans Gambit, Waller Attack",2021-01,1.3508037282182899e-05
"Italian Game: Evans Gambit, Waller Attack",2021-02,1.3835300313764183e-05
"Italian Game: Evans Gambit, Waller Attack",2021-03,1.3551836864806009e-05
"Italian Game: Evans Gambit, Waller Attack",2021-04,1.3709627085229975e-05
"Italian Game: Evans Gambit, Waller Attack",2021-05,1.3594620245682653e-05
"Italian Game: Evans Gambit, Waller Attack",2021-06,1.3552250112583935e-05
"Italian Game: Evans Gambit, Waller Attack",2021-07,1.3832781047585907e-05
"Italian Game: Evans Gambit, Waller Attack",2021-08,1.2735544512353646e-05
"Italian Game: Evans Gambit, Waller Attack",2021-09,1.1509004151605181e-05
"Italian Game: Evans Gambit, Waller Attack",2021-10,1.2432913871178973e-05
"Italian Game: Evans Gambit, Waller Attack",2021-11,1.1958539526907183e-05
"Italian Game: Evans Gambit, Waller Attack",2021-12,1.1834014062571092e-05
Italian Game: Giuoco Pianissimo,2019-01,0.0014588800865840842
Italian Game: Giuoco Pianissimo,2019-02,0.0015083166577001535
Italian Game: Giuoco Pianissimo,2019-03,0.0015445008978352364
Italian Game: Giuoco Pianissimo,2019-04,0.00156380486500691
Italian Game: Giuoco Pianissimo,2019-05,0.0015110116931789537
Italian Game: Giuoco Pianissimo,2019-06,0.001534978843653021
Italian Game: Giuoco Pianissimo,2019-07,0.0014881528804174433
Italian Game: Giuoco Pianissimo,2019-08,0.0015210845310883352
Italian Game: Giuoco Pianissimo,2019-09,0.0015469442351792922
Italian Game: Giuoco Pianissimo,2019-10,0.0015248239073657952
Italian Game: Giuoco Pianissimo,2019-11,0.001531140343883042
Italian Game: Giuoco Pianissimo,2019-12,0.0016009742508827083
Italian Game: Giuoco Pianissimo,2020-07,0.0017375338244942093
Italian Game: Giuoco Pianissimo,2020-08,0.0017190906172018904
Italian Game: Giuoco Pianissimo,2020-09,0.0017606392825512125
Italian Game: Giuoco Pianissimo,2020-10,0.0017327948994711486
Italian Game: Giuoco Pianissimo,2020-11,0.0017071190246657187
Italian Game: Giuoco Pianissimo,2020-12,0.0017747474281470837
Italian Game: Giuoco Pianissimo,2021-01,0.0018118227841526936
Italian Game: Giuoco Pianissimo,2021-02,0.0018956218517147368
Italian Game: Giuoco Pianissimo,2021-03,0.0018880605167106094
Italian Game: Giuoco Pianissimo,2021-04,0.001860054192843015
Italian Game: Giuoco Pianissimo,2021-05,0.0018882589766712938
Italian Game: Giuoco Pianissimo,2021-06,0.0018965774783406579
Italian Game: Giuoco Pianissimo,2021-07,0.0018495590487695548
Italian Game: Giuoco Pianissimo,2021-08,0.0018243443296613634
Italian Game: Giuoco Pianissimo,2021-09,0.0017969296502709107
Italian Game: Giuoco Pianissimo,2021-10,0.001780730188827964
Italian Game: Giuoco Pianissimo,2021-11,0.0017580978020372779
Italian Game: Giuoco Pianissimo,2021-12,0.001771886582459235
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-01,0.00030068134620743676
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-02,0.0003001093671792321
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-03,0.00030492632460714603
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-04,0.00029976156312122056
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-05,0.0002836429829605916
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-06,0.0002835470466859556
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-07,0.0002770185200966372
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-08,0.00029076685724157067
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-09,0.000294582771575367
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-10,0.0002976921220107764
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-11,0.0003020485835453562
"Italian Game: Giuoco Pianissimo, Canal Variation",2019-12,0.0003167758928559557
"Italian Game: Giuoco Pianissimo, Canal Variation",2020-07,0.0004396320112621952
"Italian Game: Giuoco Pianissimo, Canal Variation",2020-08,0.00043593368895998916
"Italian Game: Giuoco Pianissimo, Canal Variation",2020-09,0.0004299677077665176
"Italian Game: Giuoco Pianissimo, Canal Variation",2020-10,0.0004381280945725725
"Italian Game: Giuoco Pianissimo, Canal Variation",2020-11,0.0004526507335557698
"Italian Game: Giuoco Pianissimo, Canal Variation",2020-12,0.0004606248340269612
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-01,0.0004586185969666491
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-02,0.0004753911327610347
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-03,0.00046976882236503823
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-04,0.000482957663724585
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-05,0.00047629723075052436
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-06,0.00044627928389449445
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-07,0.00043478686920410463
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-08,0.0004357663866154808
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-09,0.00042576166911155564
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-10,0.00042606456943656645
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-11,0.0004230724356169195
"Italian Game: Giuoco Pianissimo, Canal Variation",2021-12,0.000427227594558366
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-01,1.2649614901448747e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-03,1.218973914080136e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-04,1.9060718299356968e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-05,2.415010497748757e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-06,4.99972751485044e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-07,2.9345182213626824e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-08,3.4457853909725937e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-09,1.1398056551571562e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-10,2.0719827528155655e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-11,2.0845312874075653e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2019-12,4.273696650732426e-07
"Italian Game: Giuoco Pianissimo, Dubois Variation",2020-07,5.666456290032805e-08
"Italian Game: Giuoco Pianissimo, Dubois Variation",2020-08,1.380071763731714e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2020-09,6.3793428452005574e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2020-10,3.086214076039514e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2020-11,3.10660576118211e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2020-12,2.644203186417925e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-01,2.029478945465282e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-02,2.2285047485257743e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-03,1.9027540059790027e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-04,1.5280746044761825e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-05,2.4698300756907926e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-06,1.382882664549381e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-07,1.6407911621518702e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-08,1.008977998337877e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-09,6.171494979846256e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-10,5.433468084923635e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-11,4.667920861609645e-06
"Italian Game: Giuoco Pianissimo, Dubois Variation",2021-12,5.009222218722329e-06
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-01,0.0018533583272857632
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-02,0.001825283763257692
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-03,0.0018580209885366474
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-04,0.0018030804153915047
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-05,0.0017772666005557542
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-06,0.0017488421881007485
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-07,0.001734476339918627
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-08,0.0017467834741970402
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-09,0.0017551867283765047
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-10,0.0018021587988301586
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-11,0.0018618512326302522
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2019-12,0.0018948621238980747
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2020-07,0.0024388427872301193
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2020-08,0.0024689202205861642
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2020-09,0.002388633660777584
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2020-10,0.002371441180817511
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2020-11,0.0024407739969892553
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2020-12,0.0025375072683694825
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2021-01,0.0025573398724745263
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2021-02,0.0026489260974898402
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2021-03,0.0025671111380221605
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2021-04,0.002625275214845137
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2021-05,0.0026587826313105214
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",2021-06,0.002564970766206192
