opening,eco,n2019,share2019,white_short_rate,black_short_rate,weapon_side,trickiness,soundness,low_winrate,punish_gap,surprise
"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line",A28,5526,2.676196690577204e-05,0.07709011943539631,0.06514657980456026,white,0.07709011943539631,0.513095238095238,0.523728813559322,0.010633575464083944,10.5285288236949
"English Opening: King's English Variation, Four Knights Variation, Quiet Line #3",A28,37918,0.00018363377870667105,0.0906429664011815,0.07123265995041933,white,0.0906429664011815,0.5139041850220264,0.5117340286831812,-0.0021701563388452083,8.602567116816278
"English Opening: King's English Variation, Keres Defense",A21,8969,4.343613484941539e-05,0.044040584234585796,0.048165904783141936,black,0.048165904783141936,0.4393203883495146,0.4745484400656814,0.03522805171616683,10.044218863060259
"English Opening: King's English Variation, Kramnik-Shirov Counterattack",A21,84761,0.000410490603854532,0.07528226424888805,0.07457439152440391,white,0.07528226424888805,0.46153846153846156,0.502641911871637,0.04110345033317542,7.79815751884769
"English Opening: King's English Variation, Nimzowitsch Variation",A20,38844,0.00018811832111614353,0.09154566985892287,0.08274122129543816,white,0.09154566985892287,0.5249650023331778,0.5054057848918843,-0.01955921744129352,8.578439425464017
"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",A20,10918,5.287498275013014e-05,0.07821945411247481,0.10688770837149661,black,0.10688770837149661,0.4447983014861996,0.4911886014248219,0.046390299938622315,9.847580246836559
"English Opening: King's English Variation, Reversed Closed Sicilian",A25,183058,0.0008865349507486099,0.07475226430967234,0.07412404811589769,white,0.07475226430967234,0.4843940008107013,0.5139972836553081,0.029603282844606782,7.02819000767883
"English Opening: King's English Variation, Reversed Sicilian",A21,505590,0.00244853109806176,0.07912735615815186,0.07177752724539646,white,0.07912735615815186,0.5209231653730853,0.5182959495027135,-0.002627215870371735,6.012266986040086
"English Opening: King's English Variation, Taimanov Variation",A25,9096,4.4051185482248005e-05,0.04936235708003518,0.03924802110817942,white,0.04936235708003518,0.49266962154790317,0.511177347242921,0.018507725695017796,10.03015829374789
"English Opening: King's English Variation, Three Knights System",A27,57766,0.0002797560224898349,0.08077415780909185,0.06500363535643805,white,0.08077415780909185,0.5004821600771456,0.5239369610466845,0.02345480096953889,8.181592682890168
"English Opening: King's English Variation, Troger Defense",A21,8268,4.0041249072914086e-05,0.07027092404450895,0.06132075471698113,white,0.07027092404450895,0.4711328976034858,0.5113924050632911,0.04025950745980528,10.125600408376602
"English Opening: King's English Variation, Two Knights Variation",A22,301291,0.0014591277182423024,0.07771888307317511,0.07572745286118736,white,0.07771888307317511,0.498220429469688,0.49077432125879583,-0.007446108210892144,6.529916475066906
"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line",A24,7133,3.45445367243706e-05,0.06322725360998177,0.047105004906771344,white,0.06322725360998177,0.5208655332302936,0.49130434782608695,-0.029561185404206658,10.273261146900223
"English Opening: King's English Variation, Two Knights Variation, Keres Variation",A23,35020,0.00016959900127400232,0.056253569388920614,0.06610508280982295,black,0.06610508280982295,0.464173640167364,0.4682713347921225,0.004097694624758508,8.68207372333842
"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",A22,59202,0.00028671045326737537,0.08214249518597344,0.08281814803553934,black,0.08281814803553934,0.44098335623759355,0.4642418930762489,0.023258536838655364,8.15703772509304
"English Opening: King's English Variation, Two Knights Variation, Smyslov System",A22,47532,0.00023019359590393713,0.06835395102246908,0.07203568122527981,black,0.07203568122527981,0.481859410430839,0.46168958742632615,-0.020169823004512866,8.376589881768345
English Opening: Mikenas-Carls Variation,A18,17856,8.647515039259238e-05,0.10803091397849462,0.05510752688172043,white,0.10803091397849462,0.5185805665549802,0.5307017543859649,0.012121187830984703,9.355653463997225
English Opening: Mikenas-Carls Variation #2,A18,47362,0.0002293702997812478,0.09676533930154976,0.04949115324521768,white,0.09676533930154976,0.539244802715316,0.5121031122288588,-0.027141690486457204,8.380172830782294
English Opening: Mikenas-Carls Variation #3,A18,5052,2.4466423598979433e-05,0.0791765637371338,0.08452098178939034,black,0.08452098178939034,0.4688715953307393,0.4650974025974026,-0.0037741927333366787,10.61820884570788
"English Opening: Mikenas-Carls, Sicilian",A19,12803,6.200388387524419e-05,0.0734202921190346,0.057408419901585565,white,0.0734202921190346,0.4760806916426513,0.46599726152441806,-0.01008343011823326,9.688313531732083
English Opening: Neo-Catalan,A13,14355,6.952009318356092e-05,0.06095437129919889,0.040264716126785095,white,0.06095437129919889,0.5037505860290671,0.5904255319148937,0.08667494588582658,9.573894736623098
English Opening: Symmetrical Variation,A30,301884,0.0014619995688349777,0.07176266380464019,0.059092234103165456,white,0.07176266380464019,0.5034101981162715,0.5029084261259764,-0.0005017719902951079,6.52795021256911
"English Opening: Symmetrical Variation, Anti-Benoni Variation",A31,82391,0.000399012887320569,0.06438810064206042,0.06920658809821462,black,0.06920658809821462,0.44374919086868336,0.4805194805194805,0.03677028965079715,7.826516842546969
"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",A33,30166,0.0001460914755120375,0.07259828946496055,0.0761121792746801,black,0.0761121792746801,0.44825007478312895,0.4971830985915493,0.04893302380842035,8.831277587850064
"English Opening: Symmetrical Variation, Botvinnik System",A36,19472,9.43013064765098e-05,0.03969802793755135,0.031224322103533278,white,0.03969802793755135,0.47256401729298303,0.4957678355501814,0.02320381825719836,9.269015513950954
"English Opening: Symmetrical Variation, Botvinnik System Reversed",A37,11087,5.3693435954450703e-05,0.03986651032741048,0.036078289889059256,white,0.03986651032741048,0.4816337015155407,0.5225806451612903,0.040946943645749634,9.83221979940591
"English Opening: Symmetrical Variation, Duchamp Variation",A38,20899,0.00010121215098873143,0.046174458108043444,0.03478635341403895,white,0.046174458108043444,0.4882936089432609,0.5020408163265306,0.013747207383269733,9.19829173926001
"English Opening: Symmetrical Variation, Fianchetto Variation",A36,109305,0.0005293551922973964,0.06473628836741228,0.04848817528932803,white,0.06473628836741228,0.5095099045063531,0.5358490566037736,0.026339152097420437,7.543850910405769
"English Opening: Symmetrical Variation, Four Knights Variation",A35,40862,0.00019789133038430277,0.07238999559492927,0.053105574861729725,white,0.07238999559492927,0.5048812664907651,0.5117676514772158,0.0068863849864506665,8.527792514378504
"English Opening: Symmetrical Variation, Full Symmetry Line",A38,24104,0.00011673370436060971,0.06131762363093263,0.04912047792897444,white,0.06131762363093263,0.4948562384595094,0.5052051439069197,0.01034890544741035,9.055615248368124
"English Opening: Symmetrical Variation, Hedgehog Defense",A30,7077,3.427333329572e-05,0.0549667938391974,0.03122792143563657,white,0.0549667938391974,0.4833790789874962,0.48484848484848486,0.0014694058609886484,10.281142961102477
"English Opening: Symmetrical Variation, Mecking Variation",A39,18684,9.048508680192631e-05,0.0674909013059302,0.04383429672447013,white,0.0674909013059302,0.5087479081089304,0.5616438356164384,0.052895927507507934,9.310325507556263
"English Opening: Symmetrical Variation, Normal Variation",A34,181168,0.000877381835031652,0.06888081780446878,0.05326547734699285,white,0.06888081780446878,0.5026332420476091,0.524714180080769,0.022080938033159914,7.038568272624441
"English Opening: Symmetrical Variation, Symmetrical Variation",A36,38785,0.00018783258893238664,0.05796055175970091,0.04610029650638133,white,0.05796055175970091,0.5001174536058257,0.5012355848434926,0.0011181312376669084,8.57995947625329
"English Opening: Symmetrical Variation, Three Knights Variation",A34,7400,3.583759592882973e-05,0.07891891891891892,0.062027027027027025,white,0.07891891891891892,0.48672566371681414,0.5901639344262295,0.10343827070941536,10.236513049986002
"English Opening: Symmetrical Variation, Two Knights Line",A37,27283,0.00013212934185490022,0.049298097716526774,0.05032437781768867,black,0.05032437781768867,0.45022479126525367,0.4770916334661355,0.026866842200881813,8.931729252592708
"English Opening: Symmetrical Variation, Two Knights Variation",A35,122299,0.000592284073581074,0.06274785566521394,0.05246159003753097,white,0.06274785566521394,0.4962942114644901,0.5030379111222697,0.0067436996577796005,7.431524184151308
English Opening: The Whale,C20,308024,0.0014917350876191688,0.07092629145780849,0.08760680985897203,black,0.08760680985897203,0.4779031499764927,0.48703047066958965,0.009127320693096963,6.5078153481803955
English Orangutan,A15,6176,2.990986384546654e-05,0.05909974093264249,0.08743523316062177,black,0.08743523316062177,0.40700808625336926,0.516802906448683,0.10979482019531372,10.41732223747365
Englund Gambit,A40,688323,0.0033334921003405227,0.113715508562114,0.12255292936600985,black,0.12255292936600985,0.4573411639081687,0.4483024303636333,-0.009038733544535382,5.703734845688322
Englund Gambit Complex Declined,A40,184005,0.0008911211944438263,0.08745414526779163,0.09254096356077281,black,0.09254096356077281,0.5058930190389845,0.45681499649614576,-0.04907802254283877,7.0230301190433
Englund Gambit Complex: Englund Gambit,A40,267705,0.0012964734619091032,0.11765189294185764,0.1955846921051157,black,0.1955846921051157,0.4351409978308026,0.5446813111563621,0.10954031332555947,6.648107422220036
Englund Gambit Complex: Felbecker Gambit,A40,35528,0.00017205920380533279,0.11320648502589507,0.09029497860842153,white,0.11320648502589507,0.5321316614420063,0.5351636747624076,0.003032013320401261,8.667671932206323
Englund Gambit Complex: Hartlaub-Charlick Gambit,A40,149387,0.0007234690463540658,0.08289208565671712,0.1118370407063533,black,0.1118370407063533,0.465722164115242,0.43013459185457087,-0.03558757226067111,7.231452796008978
Englund Gambit Complex: Mosquito Gambit,A40,10399,5.0361508116743296e-05,0.22963746514087893,0.09366285219732666,white,0.22963746514087893,,0.5971363488447771,,9.896283402518028
Englund Gambit Complex: Soller Gambit,A40,105678,0.0005117899273739011,0.11781070799977289,0.11694960162001553,white,0.11781070799977289,0.5122605363984675,0.5271264431157523,0.014865906717284827,7.577596315217911
Englund Gambit Complex: Soller Gambit Deferred,A40,27544,0.00013339334354914677,0.12122422306128376,0.10760964275341273,white,0.12122422306128376,0.47969924812030074,0.5266422082459818,0.04694296012568111,8.922208324159902
Englund Gambit Complex: Stockholm Variation,A40,20687,0.00010018545229455414,0.11354957219509837,0.11176100932953062,white,0.11354957219509837,0.4779552715654952,0.4806378132118451,0.0026825416463499008,9.208487566535213
Englund Gambit Complex: Zilbermints Gambit,A40,14098,6.82754631627894e-05,0.08852319477940133,0.0780252518087672,white,0.08852319477940133,0.4834680382072006,0.5085653104925053,0.025097272285304728,9.591960106844441
"Englund Gambit Declined, Reversed Alekhine",A40,58536,0.0002834850696337807,0.1238383217165505,0.10361145278119448,white,0.1238383217165505,0.4676425269645609,0.5106336726930184,0.042991145728457525,8.168351100614396
"Englund Gambit Declined, Reversed Brooklyn",A40,5152,2.495071543585551e-05,0.0405667701863354,0.08074534161490683,black,0.08074534161490683,0.4990990990990991,0.5152777777777777,0.016178678678678615,10.598608061394073
"Englund Gambit Declined, Reversed French",A40,423846,0.0020526515789257792,0.09028043204371398,0.08765447827748758,white,0.09028043204371398,0.4908856959039245,0.48382043593071655,-0.007065259973207949,6.188622868487173
"Englund Gambit Declined, Reversed Krebs",A40,31149,0.00015085206426852937,0.06199235930527465,0.10520401939067064,black,0.10520401939067064,0.5083955223880597,0.5153295128939828,0.006933990505923027,8.799210908206698
"Englund Gambit Declined, Reversed Mokele Mbembe",A40,11633,5.633766938379409e-05,0.07392761970257028,0.11897189031204332,black,0.11897189031204332,0.4512987012987013,0.541095890410959,0.08979718911225765,9.784147163361496
Four Knights Game,C46,309766,0.00150017145141755,0.08228792055939,0.09358031546393084,black,0.09358031546393084,0.4420861912773392,0.4961708102281914,0.05408461895085215,6.502175876460795
Four Knights Game: Double Spanish,C49,89581,0.00043383347039195895,0.10743349594221989,0.09487502930308883,white,0.10743349594221989,0.4897607242940289,0.4990945406125166,0.009333816318487731,7.742849806273206
Four Knights Game: Gunsberg Variation,C46,70404,0.00034096082483423354,0.0905914436679734,0.08554911652747003,white,0.0905914436679734,0.5052347180006754,0.4912680875329674,-0.013966630467708019,7.983742970464402
Four Knights Game: Halloween Gambit,C46,86014,0.00041655878057058926,0.16540330643848675,0.10258795079870718,white,0.16540330643848675,0.5166043545194634,0.5320685077864473,0.015464153266983915,7.78348297649391
Four Knights Game: Italian Variation,C46,1182170,0.0057251528079979245,0.1142052327499429,0.10032313457455358,white,0.1142052327499429,0.4522214480947532,0.5034819894631261,0.05126054136837288,5.162886038544692
"Four Knights Game: Italian Variation, Noa Gambit",C47,35873,0.00017373001064255526,0.10155269980207955,0.1208429738243247,black,0.1208429738243247,0.5597736382928554,0.3878378378378378,-0.1719358004550176,8.6580081267993
Four Knights Game: Ranken Variation,C48,82826,0.0004011195568109799,0.1414169463694975,0.08411609880955255,white,0.1414169463694975,0.5392376681614349,0.5325089574412305,-0.006728710720204423,7.821251028433791
Four Knights Game: Scotch Variation,C47,153891,0.0007452815506869643,0.13061192662338927,0.08951140742473569,white,0.13061192662338927,0.4773728474169003,0.5239418854526768,0.046569038035776555,7.20174849059345
Four Knights Game: Scotch Variation Accepted,C47,364308,0.0017643139050865003,0.1252841002668072,0.08953687539115254,white,0.1252841002668072,0.4941627030699858,0.5079493105427246,0.013786607472738854,6.339993386499581
"Four Knights Game: Scotch Variation, Belgrade Gambit",C47,14319,6.934574812228552e-05,0.14833438089252043,0.09567707242125847,white,0.14833438089252043,0.523580034423408,0.5017605633802817,-0.021819471043126204,9.576405723504255
Four Knights Game: Spanish Variation,C48,235028,0.0011382214183731072,0.10149854485423014,0.07482938203107715,white,0.10149854485423014,0.5041907514450867,0.5085176378619589,0.004326886416872178,6.778288394213466
"Four Knights Game: Spanish Variation, Classical Variation",C48,180687,0.000875052391296278,0.10152916369190922,0.12647285084151047,black,0.12647285084151047,0.4312065315996371,0.4840523535914618,0.05284582199182469,7.041226797631967
"Four Knights Game: Spanish Variation, Rubinstein Variation",C48,23503,0.00011382311042098449,0.11338978002808152,0.09798749095860103,white,0.11338978002808152,0.47403873140611846,0.5201999729766248,0.04616124157050633,9.080864977619333
"Four Knights Game: Spanish Variation, Rubinstein Variation Accepted",C48,19878,9.626753133422668e-05,0.10096589194083912,0.11741623905825536,black,0.11741623905825536,0.43222222222222223,0.4760009365488176,0.04377871432659536,9.24837945765031
Franco-Benoni Defense,A43,191916,0.0009294335216590928,0.08833552179078347,0.05857771108193168,white,0.08833552179078347,0.5142764701124323,0.5147018411651553,0.00042537105272300035,6.980935273899391
French Defense,C00,62130,0.0003008905182511069,0.08947368421052632,0.12254949299855142,black,0.12254949299855142,0.5131578947368421,0.5215682850157177,0.008410390278875579,8.108764086120523
French Defense #2,C00,904779,0.004381770838769005,0.07726748741957981,0.09430258659849532,black,0.09430258659849532,0.5126542564317088,0.5084554782817508,-0.00419877814995806,5.430302335212631
French Defense: Advance Variation,C02,205906,0.000997185949638056,0.05278136625450448,0.07984711470282556,black,0.07984711470282556,0.49320136897604294,0.5244053699109879,0.03120400093494491,6.910573296227556
French Defense: Advance Variation #2,C02,288391,0.0013966540712852884,0.06938496693724838,0.06789046814914473,white,0.06938496693724838,0.48724366997208046,0.4765972886499324,-0.010646381322148069,6.573675851929689
French Defense: Advance Variation #3,C02,440417,0.002132903579214514,0.09476019318055388,0.060515375201229744,white,0.09476019318055388,0.4887884267631103,0.5198762233059476,0.03108779654283733,6.1502710448210385
French Defense: Advance Variation #4,C02,174907,0.0008470603231248408,0.06512603840898305,0.09485040621587472,black,0.09485040621587472,0.5102967898243489,0.5249694932424654,0.01467270341811655,7.0737386461022504
"French Defense: Advance Variation, Euwe Variation",C02,130158,0.0006303445690411649,0.05789886138385655,0.06497487668833264,black,0.06497487668833264,0.47226881945900606,0.5285197713752479,0.0562509519162418,7.369243953107145
"French Defense: Advance Variation, Extended Bishop Swap",C02,10484,5.077315617808796e-05,0.07535291873330789,0.07001144601297214,white,0.07535291873330789,0.44554455445544555,0.5186472819216182,0.07310272746617269,9.888142764734965
"French Defense: Advance Variation, Lputian Variation",C02,10917,5.287013983176138e-05,0.06237977466336906,0.06366217825409912,black,0.06366217825409912,0.4551926298157454,0.5492957746478874,0.094103144832142,9.847671842897991
"French Defense: Advance Variation, Main Line",C02,75523,0.00036575172396391994,0.060604054394025664,0.05244759874475326,white,0.060604054394025664,0.506263701847792,0.46147032772364927,-0.04479337412414275,7.913555804571608
"French Defense: Advance Variation, Milner-Barry Gambit",C02,111933,0.0005420823817704998,0.10865428425933371,0.06587869529093297,white,0.10865428425933371,0.4969543901351954,0.5061084867242222,0.009154096589026772,7.520092572188301
"French Defense: Advance Variation, Nimzowitsch Attack",C02,19178,9.287748847609413e-05,0.09192825112107623,0.07352174366461571,white,0.09192825112107623,0.5035227806481917,0.4967741935483871,-0.006748587099804582,9.284229261464635
"French Defense: Advance Variation, Nimzowitsch Gambit",C02,8800,4.2617681645094816e-05,0.09113636363636364,0.053636363636363635,white,0.09113636363636364,0.5238915195867413,0.6326530612244898,0.10876154163774854,10.063241328711964
"French Defense: Advance Variation, Nimzowitsch System",C02,404366,0.001958311529102319,0.07721964754702423,0.08744058600376886,black,0.08744058600376886,0.46213211249182473,0.5160383985015219,0.05390628600969716,6.23567264175742
"French Defense: Advance Variation, Paulsen Attack",C02,400020,0.0019372642058716849,0.066089195540223,0.07278386080695966,black,0.07278386080695966,0.467318663406683,0.5094316013388808,0.04211293793219778,6.246478504338101
"French Defense: Advance Variation, Wade Variation",C02,25387,0.00012294716862772977,0.056446212628510656,0.05073462795919171,white,0.056446212628510656,0.4611845888441633,0.4198966408268734,-0.04128794801728991,9.003755818215225
"French Defense: Advance, Steinitz Variation",C02,57175,0.00027689385773389726,0.07970266724967207,0.11114997813729777,black,0.11114997813729777,0.4628895184135977,0.5346943092870743,0.07180479087347658,8.19187631028728
French Defense: Alapin Gambit,C00,13661,6.615910783564094e-05,0.12422223848912964,0.09011053363589781,white,0.12422223848912964,0.5274151436031331,0.49007529089664614,-0.03733985270648699,9.623447992290775
French Defense: Alekhine-Chatard Attack,C13,11323,5.483636468947825e-05,0.0787777090876976,0.05245959551355648,white,0.0787777090876976,0.4851907630522088,0.6666666666666666,0.1814759036144578,9.811156994864222
"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",C13,9248,4.4787309074299645e-05,0.153871107266436,0.044874567474048443,white,0.153871107266436,0.5308871342313052,0.7380952380952381,0.20720810386393296,10.013585738266103
"French Defense: Alekhine-Chatard Attack, Breyer Variation",C13,5589,2.7067070763003967e-05,0.1173734120594024,0.06942207908391483,white,0.1173734120594024,0.5292376017764618,0.625,0.09576239822353816,10.517192669908564
"French Defense: Alekhine-Chatard Attack, Maróczy Variation",C13,7600,3.6806179602581884e-05,0.0675,0.0581578947368421,white,0.0675,0.4918200408997955,1.0,0.5081799591002045,10.20984480290384
French Defense: Bird Invitation,C00,24032,0.00011638501423805894,0.06770139813581891,0.08705059920106524,black,0.08705059920106524,0.4766949152542373,0.5345888261142498,0.057893910860012554,9.0586067746144
French Defense: Burn Variation,C11,40965,0.00019839015097628513,0.11824728426705725,0.06700842182350787,white,0.11824728426705725,0.5070533948582729,0.5278879813302217,0.0208345864719488,8.525275006602346
French Defense: Carlson Gambit,C01,18885,9.145851339404722e-05,0.12332539052157797,0.12581413820492454,black,0.12581413820492454,,0.5087965323814381,,9.299625094031704
French Defense: Chigorin Variation,C00,64947,0.000314533019295906,0.06528400080065284,0.05365913745053659,white,0.06528400080065284,0.5021671407287011,0.4804920913884007,-0.021675049340300345,8.064421497522721
French Defense: Classical Variation,C11,26674,0.0001291800045683249,0.08296468471170428,0.09308690110219689,black,0.09308690110219689,0.4938036224976168,0.5298410638987999,0.036037441401183146,8.954303741995922
"French Defense: Classical Variation, Burn Variation, Main Line",C11,10710,5.186765572942789e-05,0.11325863678804855,0.038188608776844074,white,0.11325863678804855,0.5591985428051002,0.549407114624506,-0.009791428180594197,9.866815165736467
"French Defense: Classical Variation, Burn Variation, Morozevich Line",C11,6837,3.311103288721741e-05,0.08571010677197602,0.051630832236360974,white,0.08571010677197602,0.5001680672268908,0.5384615384615384,0.03829347123464766,10.315644011264467
"French Defense: Classical Variation, Delayed Exchange Variation",C11,31923,0.0001546004830859502,0.08194718541490462,0.07530620555712182,white,0.08194718541490462,0.47407067462138597,0.4576107899807322,-0.016459884640653788,8.774666297068421
"French Defense: Classical Variation, Normal Variation",C13,16109,7.801457200236732e-05,0.08020361288720591,0.08864609845428022,black,0.08864609845428022,0.48606811145510836,0.5293276108726752,0.04325949941756685,9.458614928180296
"French Defense: Classical Variation, Richter Attack #2",C13,11654,5.6439370669538066e-05,0.07636862879697957,0.050626394371031405,white,0.07636862879697957,0.4864207539521686,0.4661016949152542,-0.02031905903691439,9.782343581475242
"French Defense: Classical Variation, Steinitz Variation",C11,177093,0.0008576469426789518,0.08415352385469782,0.06810545871378315,white,0.08415352385469782,0.49807858207199435,0.4919588001445609,-0.006119781927433454,7.061318031880197
"French Defense: Classical Variation, Svenonius Variation",C10,10742,5.202262911722824e-05,0.09411655185254143,0.09663005026996835,black,0.09663005026996835,0.4623115577889447,0.4843817787418655,0.02207022095292077,9.863831758712857
"French Defense: Classical Variation, Swiss Variation",C11,24081,0.0001166223172381282,0.11453012748640007,0.07856816577384661,white,0.11453012748640007,0.4909659485753996,0.4873138444567016,-0.0036521041186979852,9.056569902378575
"French Defense: Classical Variation, Tartakower Variation",C13,6301,3.051522864156164e-05,0.0917314711950484,0.0736391049039835,white,0.0917314711950484,0.45587044534412957,0.4993909866017052,0.04352054125757565,10.397284699236206
French Defense: Diemer-Duhm Gambit,C00,24855,0.00012037073605554905,0.09374371353852344,0.09068597867632266,white,0.09374371353852344,0.4939114939114939,0.4423130386433139,-0.05159845526818002,9.02493411064949
French Defense: Exchange Variation,C01,1174274,0.005686913124558189,0.07286970502625452,0.06603228888658014,white,0.07286970502625452,0.46789694585383496,0.4951848751536541,0.027287929299819158,5.169587686920069
"French Defense: Exchange Variation, Monte Carlo Variation",C01,226269,0.0010958022963811318,0.08597731019273519,0.0687765447321551,white,0.08597731019273519,0.4792394572194686,0.5026463262764632,0.023406869056994628,6.816268493241483
"French Defense: Exchange Variation, Svenonius Variation",C01,67079,0.000324858121258104,0.08885045990548458,0.07744599651157591,white,0.08885045990548458,0.465526179367548,0.4849445324881141,0.019418353120566112,8.032122020925282
French Defense: Franco-Hiva Gambit I,C01,26913,0.00013033746205845872,0.10860922230892134,0.07409058819158028,white,0.10860922230892134,0.5110294117647058,0.5249719765848798,0.013942564820173975,8.945383608950868
French Defense: Franco-Hiva Gambit II,C00,19012,9.207356402687985e-05,0.12691984010098886,0.09188933305280875,white,0.12691984010098886,0.5306748466257669,0.5301831581229002,-0.0004916885028667384,9.292922691444362
French Defense: Horwitz Attack,C00,54392,0.00026341601591363606,0.0719039564641859,0.0891491395793499,black,0.0891491395793499,0.4740973312401884,0.4884863930099208,0.014389061769732425,8.241775965971966
"French Defense: Horwitz Attack, Papa-Ticulat Gambit",C00,34948,0.00016925031115145155,0.10092136889092365,0.07837358360993477,white,0.10092136889092365,0.5094339622641509,0.49010367577756836,-0.019330286486582582,8.684131807760277
French Defense: King's Indian Attack,C00,450886,0.0021836040916170707,0.059400824155107945,0.06054301974334976,black,0.06054301974334976,0.4432269302438629,0.4879373368146214,0.04471040657075853,6.126778514264202
French Defense: Knight Variation,C00,2847320,0.013789338329739928,0.08099124791031566,0.07180295857156906,white,0.08099124791031566,0.46617775831873903,0.49369321852872533,0.027515460209986298,4.283859570217874
French Defense: La Bourdonnais Variation,C00,607466,0.0029419082497976327,0.0698952698587246,0.06831328831572467,white,0.0698952698587246,0.4687656171914043,0.4871694263517225,0.018403809160318196,5.828696843625826
"French Defense: La Bourdonnais Variation, Reuter Gambit",C00,13488,6.532128295784533e-05,0.10513048635824436,0.12930011862396204,black,0.12930011862396204,0.46987951807228917,0.5613018279090504,0.0914223098367612,9.636192648936625
"French Defense: MacCutcheon Variation, Chigorin Variation",C12,8855,4.288404215537666e-05,0.06380575945793338,0.07385657820440429,black,0.07385657820440429,0.4846519671422395,0.4028776978417266,-0.0817742693005129,10.057010778961327
"French Defense: MacCutcheon Variation, Lasker Variation",C12,7867,3.809923880704101e-05,0.04410830049574171,0.04728613194356172,black,0.04728613194356172,0.4748751101968851,0.6,0.12512488980311487,10.175316254849019
French Defense: Marshall Variation,C10,151895,0.0007356150856229178,0.14534382303564963,0.10047730340037526,white,0.14534382303564963,0.5352143482064742,0.49935455586136346,-0.03585979234511072,7.214803557528517
French Defense: Mediterranean Defense,C01,112704,0.0005458162718328144,0.09868327654741624,0.07225120670073822,white,0.09868327654741624,0.5231254379817799,0.5133951839883248,-0.009730253993455062,7.5132281373223835
French Defense: Normal Variation,C00,1145366,0.0055469140403540534,0.0845153426939511,0.06965721000972615,white,0.0845153426939511,0.5183409392871584,0.5099370010372791,-0.008403938249879284,5.194513534630149
French Defense: Paulsen Variation,C10,111801,0.0005414431165458233,0.10005277233656229,0.06763803543796568,white,0.10005277233656229,0.5021494557760907,0.5101108709295028,0.007961415153412088,7.5212725449713
French Defense: Pelikan Variation,C00,28978,0.0001403380884899497,0.07909448547173718,0.06774104493063704,white,0.07909448547173718,0.5049468669842433,0.46947141316073354,-0.03547545382350975,8.871456128797595
French Defense: Perseus Gambit,C01,41942,0.0002031216822225644,0.09110199799723427,0.12224023651709504,black,0.12224023651709504,0.5212264150943396,0.5215925655976676,0.0003661505033279999,8.501705338687197
French Defense: Queen's Knight,C00,442726,0.0021440858777279827,0.078610698264841,0.07199712689112453,white,0.078610698264841,0.4728991809080797,0.4814808523648964,0.008581671456816709,6.145041981665318
French Defense: Rubinstein Variation,C10,193815,0.0009386302236413695,0.11990300028377576,0.07227510770580192,white,0.11990300028377576,0.5140625992000508,0.4973759402880634,-0.016686658911987395,6.9710889543538315
"French Defense: Rubinstein Variation, Blackburne Defense",C10,92163,0.0004463378856200993,0.070310211256144,0.0554018423879431,white,0.070310211256144,0.4603678354299698,0.44991511035653653,-0.010452725073433256,7.714434301695018
"French Defense: Rubinstein Variation, Fort Knox Variation",C10,25554,0.00012375593599531283,0.060068873757533066,0.05290756828676528,white,0.060068873757533066,0.45875855444831315,0.42318840579710143,-0.03557014865121172,8.997199190026993
French Defense: Réti-Spielmann Attack,C00,57407,0.00027801741479544976,0.06018429808211542,0.06131656418206839,black,0.06131656418206839,0.47964796479647964,0.47030557849688415,-0.009342386299595495,8.187826803086537
French Defense: Schlechter Variation,C00,77982,0.00037766046023270274,0.08018517093688288,0.06393783180734015,white,0.08018517093688288,0.4884778653729533,0.4764391071661663,-0.012038758206787015,7.881515019368618
French Defense: Steiner Variation,C00,184894,0.0008954265488736546,0.08419418693954374,0.06966694430322239,white,0.08419418693954374,0.4975752341725902,0.4961139896373057,-0.0014612445352845116,7.018210362302516
French Defense: Steinitz Attack,C00,276980,0.0013413915297793592,0.08605314463138132,0.08332370568272078,white,0.08605314463138132,0.4583629893238434,0.48628235856127433,0.027919369237430935,6.614047748781553
French Defense: Steinitz Variation #2,C11,36996,0.00017916860797067362,0.0666017947886258,0.07779219375067575,black,0.07779219375067575,0.4718337994406712,0.5319767441860465,0.06014294474537524,8.62718325150411
"French Defense: Steinitz Variation, Boleslavsky Variation",C11,63775,0.0003088571189677184,0.06552724421795374,0.06173265386123089,white,0.06552724421795374,0.4892159720198193,0.4682080924855491,-0.02100787953427019,8.08263178616825
French Defense: Tarrasch Variation,C03,92213,0.00044658003153853727,0.10076670317634173,0.053029399325474715,white,0.10076670317634173,0.5077438570364855,0.5506015569709837,0.04285769993449817,7.713891931742034
"French Defense: Tarrasch Variation, Chistyakov Defense",C07,12511,6.0589751711566046e-05,0.08592438653984494,0.06122612101350811,white,0.08592438653984494,0.4616477272727273,0.55,0.08835227272727275,9.711384792860862
"French Defense: Tarrasch Variation, Closed Variation",C05,93926,0.0004548759507042245,0.06926729553052403,0.055213678853565575,white,0.06926729553052403,0.49728149363972096,0.4923547400611621,-0.004926753578558873,7.695485812000115
